timestamp,elapsed_seconds
2025-05-30T14:48:23.666866,652.666437
2025-05-30T14:48:30.161087,659.160658
2025-05-30T14:48:36.587202,665.586773
2025-05-30T14:48:43.035467,672.035038
2025-05-30T14:48:49.694554,678.694125
2025-05-30T14:48:55.919936,684.919507
2025-05-30T14:49:02.266592,691.266163
2025-05-30T14:49:08.746375,697.745946
2025-05-30T14:49:15.470315,704.469886
2025-05-30T14:49:21.960104,710.959675
2025-05-30T14:49:28.653490,717.653061
2025-05-30T14:49:34.776900,723.776471
2025-05-30T14:49:41.170756,730.170327
2025-05-30T14:49:47.687987,736.687558
2025-05-30T14:49:53.973423,742.972994
2025-05-30T14:50:00.461603,749.461174
2025-05-30T14:50:07.001295,756.000866
2025-05-30T14:50:13.720867,762.720438
2025-05-30T14:50:20.125994,769.125565
2025-05-30T14:50:26.470418,775.469989
2025-05-30T14:50:32.950102,781.949673
2025-05-30T14:50:39.515173,788.514744
2025-05-30T14:50:45.987603,794.987174
2025-05-30T14:50:52.681758,801.681329
2025-05-30T14:50:59.191075,808.190646
2025-05-30T14:51:05.655153,814.654724
2025-05-30T14:51:12.081118,821.080689
2025-05-30T14:51:18.700985,827.700556
2025-05-30T14:51:25.016622,834.016193
2025-05-30T14:51:31.432926,840.432497
2025-05-30T14:51:37.845814,846.845385
2025-05-30T14:51:44.250871,853.250442
2025-05-30T14:51:50.631134,859.630705
2025-05-30T14:51:57.147964,866.147535
2025-05-30T14:52:04.128970,873.128541
2025-05-30T14:52:10.584786,879.584357
2025-05-30T14:52:17.026643,886.026214
2025-05-30T14:52:23.691235,892.690806
2025-05-30T14:52:30.054357,899.053928
2025-05-30T14:52:36.489024,905.488595
2025-05-30T14:52:42.939322,911.938893
2025-05-30T14:52:49.538461,918.538032
2025-05-30T14:52:56.345455,925.345026
2025-05-30T14:53:02.655126,931.654697
2025-05-30T14:53:09.045182,938.044753
2025-05-30T14:53:15.259122,944.258693
2025-05-30T14:53:22.000708,951.000279
2025-05-30T14:53:28.613430,957.613001
2025-05-30T14:53:34.856036,963.855607
2025-05-30T14:53:41.186977,970.186548
2025-05-30T14:53:47.466756,976.466327
2025-05-30T14:53:53.835654,982.835225
2025-05-30T14:54:00.355438,989.355009
2025-05-30T14:54:06.698263,995.697834
2025-05-30T14:54:12.929898,1001.929469
2025-05-30T14:54:19.188921,1008.188492
2025-05-30T14:54:25.760515,1014.760086
2025-05-30T14:54:33.136792,1022.136363
2025-05-30T14:54:39.627391,1028.626962
2025-05-30T14:54:46.078051,1035.077622
2025-05-30T14:54:52.599311,1041.598882
2025-05-30T14:54:59.100257,1048.099828
2025-05-30T14:55:05.367982,1054.367553
2025-05-30T14:55:11.799114,1060.798685
2025-05-30T14:55:18.046509,1067.04608
2025-05-30T14:55:24.707847,1073.707418
2025-05-30T14:55:31.222691,1080.222262
2025-05-30T14:55:37.557248,1086.556819
2025-05-30T14:55:44.073916,1093.073487
2025-05-30T14:55:50.447880,1099.447451
2025-05-30T14:55:56.864313,1105.863884
2025-05-30T14:56:03.693876,1112.693447
2025-05-30T14:56:10.304047,1119.303618
2025-05-30T14:56:16.706521,1125.706092
2025-05-30T14:56:23.236953,1132.236524
2025-05-30T14:56:29.801978,1138.801549
2025-05-30T14:56:36.466089,1145.46566
2025-05-30T14:56:42.863055,1151.862626
2025-05-30T14:56:49.432255,1158.431826
2025-05-30T14:56:55.901889,1164.90146
2025-05-30T14:57:02.373916,1171.373487
2025-05-30T14:57:08.897846,1177.897417
2025-05-30T14:57:15.404921,1184.404492
2025-05-30T14:57:22.128421,1191.127992
2025-05-30T14:57:28.547041,1197.546612
2025-05-30T14:57:34.947616,1203.947187
2025-05-30T14:57:41.496521,1210.496092
2025-05-30T14:57:47.942576,1216.942147
2025-05-30T14:57:54.394849,1223.39442
2025-05-30T14:58:00.983620,1229.983191
2025-05-30T14:58:07.455962,1236.455533
2025-05-30T14:58:13.881722,1242.881293
2025-05-30T14:58:20.483037,1249.482608
2025-05-30T14:58:26.934896,1255.934467
2025-05-30T14:58:33.290032,1262.289603
2025-05-30T14:58:39.791513,1268.791084
2025-05-30T14:58:46.146740,1275.146311
2025-05-30T14:58:52.666913,1281.666484
2025-05-30T14:58:59.262642,1288.262213
2025-05-30T14:59:05.541853,1294.541424
2025-05-30T14:59:11.895108,1300.894679
2025-05-30T14:59:18.228042,1307.227613
2025-05-30T14:59:24.671394,1313.670965
2025-05-30T14:59:30.941323,1319.940894
2025-05-30T14:59:37.488935,1326.488506
2025-05-30T14:59:44.140115,1333.139686
2025-05-30T14:59:50.493899,1339.49347
2025-05-30T14:59:56.861262,1345.860833
2025-05-30T15:00:03.435978,1352.435549
2025-05-30T15:00:09.904045,1358.903616
2025-05-30T15:00:16.302658,1365.302229
2025-05-30T15:00:22.586957,1371.586528
2025-05-30T15:00:29.004938,1378.004509
2025-05-30T15:00:35.380395,1384.379966
2025-05-30T15:00:41.793167,1390.792738
2025-05-30T15:00:48.217770,1397.217341
2025-05-30T15:00:54.649022,1403.648593
2025-05-30T15:01:01.094246,1410.093817
2025-05-30T15:01:07.767298,1416.766869
2025-05-30T15:01:14.356104,1423.355675
2025-05-30T15:01:20.898850,1429.898421
2025-05-30T15:01:27.195102,1436.194673
2025-05-30T15:01:33.575224,1442.574795
2025-05-30T15:01:39.800527,1448.800098
2025-05-30T15:01:45.934152,1454.933723
2025-05-30T15:01:52.617527,1461.617098
2025-05-30T15:01:59.204467,1468.204038
2025-05-30T15:02:06.083662,1475.083233
2025-05-30T15:02:12.626834,1481.626405
2025-05-30T15:02:19.178192,1488.177763
2025-05-30T15:02:25.606692,1494.606263
2025-05-30T15:02:32.136387,1501.135958
2025-05-30T15:02:38.404513,1507.404084
2025-05-30T15:02:45.076818,1514.076389
2025-05-30T15:02:51.857798,1520.857369
2025-05-30T15:02:58.417138,1527.416709
2025-05-30T15:03:04.862767,1533.862338
2025-05-30T15:03:11.206009,1540.20558
2025-05-30T15:03:17.538824,1546.538395
2025-05-30T15:03:23.967165,1552.966736
2025-05-30T15:03:30.343255,1559.342826
2025-05-30T15:03:36.628664,1565.628235
2025-05-30T15:03:42.908421,1571.907992
2025-05-30T15:03:49.261757,1578.261328
2025-05-30T15:03:55.470556,1584.470127
2025-05-30T15:04:01.700652,1590.700223
2025-05-30T15:04:07.884602,1596.884173
2025-05-30T15:04:14.226982,1603.226553
2025-05-30T15:04:20.696241,1609.695812
2025-05-30T15:04:27.043552,1616.043123
2025-05-30T15:04:33.464941,1622.464512
2025-05-30T15:04:39.974581,1628.974152
2025-05-30T15:04:46.419456,1635.419027
2025-05-30T15:04:53.252057,1642.251628
2025-05-30T15:05:00.044959,1649.04453
2025-05-30T15:05:06.440114,1655.439685
2025-05-30T15:05:13.041683,1662.041254
2025-05-30T15:05:19.540250,1668.539821
2025-05-30T15:05:26.061727,1675.061298
2025-05-30T15:05:32.349087,1681.348658
2025-05-30T15:05:38.783528,1687.783099
2025-05-30T15:05:45.164942,1694.164513
2025-05-30T15:05:51.593779,1700.59335
2025-05-30T15:05:58.095219,1707.09479
2025-05-30T15:06:04.263578,1713.263149
2025-05-30T15:06:10.679885,1719.679456
2025-05-30T15:06:16.977299,1725.97687
2025-05-30T15:06:23.117162,1732.116733
2025-05-30T15:06:29.550935,1738.550506
2025-05-30T15:06:35.865700,1744.865271
2025-05-30T15:06:42.237441,1751.237012
2025-05-30T15:06:48.521224,1757.520795
2025-05-30T15:06:54.781742,1763.781313
2025-05-30T15:07:01.408179,1770.40775
2025-05-30T15:07:07.820105,1776.819676
2025-05-30T15:07:14.300115,1783.299686
2025-05-30T15:07:20.490987,1789.490558
2025-05-30T15:07:27.074891,1796.074462
